OBJECTID_1,OBJECTID,AREA,PERIMETER,LCODE_GEN,SQKM,REC_NUM_1,Elev_min,Elev_max,Slope_med,Relief_med,linkfield,Landform,Parent_Mat,Dominant_S,CODE,NAME,Shape_Leng,Shape_Le_1,Shape_Area
373,373,0.009452,1.713839,1,102.977,373,57,952,1.1,11,1,LV,UF1,FLc,UF1,"Fluvial, calcareous",178445.5274,1.687384292,0.00944881
374,374,0.002212,1.195149,9,24.088,374,126,2334,25.4,230,9,SV,UF2,CMg,UF2,Fluvial non calcareous,122463.3167,1.176427088,0.002207468
375,375,0.013422,0.743409,3,146.142,375,70,952,1.7,17,3,LF,UF2,PHc,UF2,Fluvial non calcareous,76651.17388,0.730930711,0.013425891
376,376,0.001732,0.244848,11,18.848,376,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",24727.46112,0.241864023,0.001729249
377,377,0.001439,0.21712,5,15.66,377,93,1180,3.6,39,5,LP,UC1,PHh,UC1,"Colluvial, calcareous",22288.29255,0.213778846,0.001447316
378,378,0.002524,0.303149,5,27.475,378,93,1180,3.6,39,5,LP,UC1,PHh,UC1,"Colluvial, calcareous",31299.55242,0.298165598,0.0025244
379,379,0.002078,0.650266,11,22.625,379,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",65856.6866,0.632982872,0.002075546
380,380,0.001175,0.374334,11,12.793,380,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",37676.72376,0.366734595,0.00116494
381,381,0.003046,0.480071,5,33.154,381,93,1180,3.6,39,5,LP,UC1,PHh,UC1,"Colluvial, calcareous",50094.08699,0.473336755,0.003049698
382,382,0.0033,1.244696,12,35.93,382,114,3459,47.6,415,12,TM,MA1,CMe,MA1,Quartzite,126277.7724,1.222833243,0.003307091
383,383,0.001332,0.255308,8,14.5,383,95,1943,26.6,222,8,TH,SC2,RGd,SC2,"Sandstone, greywacke, arkose",25926.72201,0.251298824,0.001323625
384,384,0.001158,0.797636,9,12.601,384,126,2334,25.4,230,9,SV,UF2,CMg,UF2,Fluvial non calcareous,82346.37848,0.782433436,0.001165521
385,385,0.018269,4.173066,12,198.962,385,114,3459,47.6,415,12,TM,MA1,CMe,MA1,Quartzite,422545.9086,4.053574671,0.018272988
386,386,0.004829,1.210839,12,52.572,386,114,3459,47.6,415,12,TM,MA1,CMe,MA1,Quartzite,123230.2691,1.183844175,0.004814895
387,387,0.002805,0.919236,11,30.534,387,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",93766.97543,0.897119518,0.002796118
388,388,0.001138,0.225154,11,12.386,388,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",23062.89648,0.220961305,0.001134511
389,389,0.001645,0.279305,6,17.911,389,148,809,2,20,6,LD,UL2,GLe,UL2,"Lacustrine, non calcareous",28604.07741,0.274147657,0.001645976
390,390,0.001679,0.266752,11,18.281,390,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",27088.38145,0.26175931,0.001677646
391,391,0.002925,1.615082,9,31.864,391,126,2334,25.4,230,9,SV,UF2,CMg,UF2,Fluvial non calcareous,164187.5397,1.583349228,0.002927922
392,392,0.041933,2.639573,17,457.165,392,1803,8231,48.4,463,17,TM,MA2,LPi,MA2,"Gneiss, migmatite",273817.9559,2.628951436,0.041948269
393,393,0.002064,0.419631,16,22.479,393,2262,5888,38.8,374,16,TV,UF1,RGe,UF1,"Fluvial, calcareous",43410.47184,0.412949182,0.002064731
394,394,0.004889,1.678813,12,53.252,394,114,3459,47.6,415,12,TM,MA1,CMe,MA1,Quartzite,169935.2484,1.643511209,0.004886349
395,395,0.002249,0.651908,11,24.491,395,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",66021.33894,0.635157004,0.002252332
396,396,0.001766,0.353554,11,19.227,396,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",35720.98066,0.346320417,0.001767801
397,397,0.003198,0.321186,6,34.821,397,148,809,2,20,6,LD,UL2,GLe,UL2,"Lacustrine, non calcareous",32661.51802,0.314989,0.003199597
398,398,0.00141,0.283705,8,15.353,398,95,1943,26.6,222,8,TH,SC2,RGd,SC2,"Sandstone, greywacke, arkose",29009.96256,0.279720792,0.00140912
399,399,0.01312,2.316993,11,142.943,399,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",233992.3664,2.264031289,0.013112216
400,400,0.004253,0.681825,11,46.309,400,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",68976.98285,0.668723947,0.00426358
401,401,0.001207,0.782997,11,13.147,401,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",78188.70225,0.75536082,0.001205051
402,402,0.001394,0.63241,11,15.176,402,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",64138.12491,0.614516806,0.001387829
403,403,0.005079,0.600035,12,55.317,403,114,3459,47.6,415,12,TM,MA1,CMe,MA1,Quartzite,61335.01383,0.591410222,0.005086654
404,404,0.002106,0.249776,6,22.928,404,148,809,2,20,6,LD,UL2,GLe,UL2,"Lacustrine, non calcareous",25485.89888,0.244998932,0.002102785
405,405,0.003889,0.961955,6,42.381,405,148,809,2,20,6,LD,UL2,GLe,UL2,"Lacustrine, non calcareous",97690.39677,0.947379788,0.003893023
406,406,0.015971,2.671495,12,174.013,406,114,3459,47.6,415,12,TM,MA1,CMe,MA1,Quartzite,263546.584,2.545988461,0.016848157
407,407,0.002425,0.362684,5,26.404,407,93,1180,3.6,39,5,LP,UC1,PHh,UC1,"Colluvial, calcareous",37165.10891,0.357649369,0.002419421
408,408,0.004292,1.27395,11,46.751,408,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",128478.7517,1.239516427,0.004285558
409,409,0.016224,1.133017,12,176.755,409,114,3459,47.6,415,12,TM,MA1,CMe,MA1,Quartzite,115426.587,1.113974272,0.016245725
410,410,0.001643,0.581646,10,17.892,410,309,1763,8.7,97,10,LP,UF2,LVx,UF2,Fluvial non calcareous,59902.42948,0.570888419,0.001656603
411,411,0.001032,0.394568,11,11.233,411,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",39508.30512,0.384224817,0.001025358
412,412,0.001598,0.585361,16,17.404,412,2262,5888,38.8,374,16,TV,UF1,RGe,UF1,"Fluvial, calcareous",60730.18047,0.583558456,0.001590416
413,413,0.001001,0.224697,10,10.9,413,309,1763,8.7,97,10,LP,UF2,LVx,UF2,Fluvial non calcareous,23164.68676,0.21962238,0.00099515
414,414,0.000939,0.261504,2,10.227,414,58,349,1,8,2,LP,UF2,GLe,UF2,Fluvial non calcareous,27472.50859,0.257613624,0.000941137
415,415,0.003033,0.648776,11,33.037,415,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",65685.40841,0.634077186,0.003029937
416,416,0.003126,0.277477,6,34.048,416,148,809,2,20,6,LD,UL2,GLe,UL2,"Lacustrine, non calcareous",28621.80725,0.272528334,0.003128519
417,417,0.003187,0.287603,3,34.712,417,70,952,1.7,17,3,LF,UF2,PHc,UF2,Fluvial non calcareous,29841.95374,0.283194454,0.003189581
418,418,0.00485,0.521296,6,52.831,418,148,809,2,20,6,LD,UL2,GLe,UL2,"Lacustrine, non calcareous",53071.31025,0.511565507,0.004870463
419,419,0.001482,0.302536,11,16.135,419,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",30803.8612,0.29516834,0.001474952
420,420,0.009478,1.038802,11,103.256,420,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",105357.0218,1.019564323,0.009486709
421,421,0.001496,0.355526,11,16.295,421,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",36057.62908,0.34591714,0.001498369
422,422,0.001745,0.502921,11,19.006,422,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",50888.10155,0.490911131,0.001733691
423,423,0.253385,11.51556,17,2766.858,423,1803,8231,48.4,463,17,TM,MA2,LPi,MA2,"Gneiss, migmatite",1192758.543,11.4534807,0.25335803
424,424,0.00193,0.62456,11,21.02,424,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",64191.01961,0.615187005,0.001929455
425,425,0.005014,1.278264,11,54.629,425,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",129913.0621,1.249731191,0.005005048
426,426,0.002512,0.636916,12,27.362,426,114,3459,47.6,415,12,TM,MA1,CMe,MA1,Quartzite,65319.8642,0.623618399,0.002515214
427,427,0.00556,0.909943,glacier,60.583,427,3735,7194,33.2,387,0,GG,GG,GG,GG,GG,94957.04824,0.903127758,0.005561777
428,428,0.001449,0.229187,5,15.789,428,93,1180,3.6,39,5,LP,UC1,PHh,UC1,"Colluvial, calcareous",23520.01561,0.224961194,0.001452778
429,429,0.00318,2.38715,11,34.664,429,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",240597.7232,2.296943602,0.003200918
430,430,0.001254,0.319587,10,13.659,430,309,1763,8.7,97,10,LP,UF2,LVx,UF2,Fluvial non calcareous,32483.4258,0.314302511,0.001252383
431,431,0.000965,0.490928,9,10.511,431,126,2334,25.4,230,9,SV,UF2,CMg,UF2,Fluvial non calcareous,50134.8297,0.479073946,0.000970464
432,432,0.001115,0.499053,11,12.153,432,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",51005.91531,0.485855618,0.001104257
433,433,0.00397,0.829234,2,43.265,433,58,349,1,8,2,LP,UF2,GLe,UF2,Fluvial non calcareous,84596.98797,0.815071579,0.00397124
434,434,0.004171,0.918521,11,45.459,434,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",92986.39959,0.901233444,0.004158447
435,435,0.000977,0.392375,9,10.651,435,126,2334,25.4,230,9,SV,UF2,CMg,UF2,Fluvial non calcareous,39799.5675,0.385388628,0.00097542
436,436,0.002743,0.610857,glacier,29.887,436,3735,7194,33.2,387,0,GG,GG,GG,GG,GG,64231.57964,0.607687478,0.002749761
437,437,0.001405,0.243219,5,15.307,437,93,1180,3.6,39,5,LP,UC1,PHh,UC1,"Colluvial, calcareous",24973.42109,0.2379503,0.001404813
438,438,0.000927,0.144243,5,10.097,438,93,1180,3.6,39,5,LP,UC1,PHh,UC1,"Colluvial, calcareous",14791.30398,0.141751433,0.000919299
439,439,0.012815,1.980502,11,139.67,439,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",198987.4495,1.92918238,0.012821037
440,440,0.001402,0.386294,2,15.282,440,58,349,1,8,2,LP,UF2,GLe,UF2,Fluvial non calcareous,40884.13215,0.38103728,0.001409457
441,441,0.010899,0.940371,3,118.862,441,70,952,1.7,17,3,LF,UF2,PHc,UF2,Fluvial non calcareous,98029.772,0.928668271,0.010905144
442,442,0.223446,8.738493,8,2440.623,442,95,1943,26.6,222,8,TH,SC2,RGd,SC2,"Sandstone, greywacke, arkose",889738.9711,8.636155013,0.223373956
443,443,0.005396,0.444815,5,58.805,443,93,1180,3.6,39,5,LP,UC1,PHh,UC1,"Colluvial, calcareous",45250.45883,0.437362376,0.005402276
444,444,0.003995,0.521672,6,43.528,444,148,809,2,20,6,LD,UL2,GLe,UL2,"Lacustrine, non calcareous",52783.70218,0.508375807,0.003991751
445,445,0.00489,0.736843,11,53.287,445,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",74641.09298,0.72319818,0.004880662
446,446,0.002514,0.9137,12,27.395,446,114,3459,47.6,415,12,TM,MA1,CMe,MA1,Quartzite,93823.52372,0.895974163,0.002514558
447,447,0.001305,0.266994,10,14.224,447,309,1763,8.7,97,10,LP,UF2,LVx,UF2,Fluvial non calcareous,27165.65714,0.261042081,0.001310694
448,448,0.042789,3.570321,14,466.579,448,550,4124,57,529,14,TM,MA2,RGe,MA2,"Gneiss, migmatite",365222.1301,3.524665818,0.042812654
449,449,0.005221,1.136471,11,56.907,449,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",115320.8984,1.106694157,0.005228523
450,450,0.027631,2.60068,12,301.43,450,114,3459,47.6,415,12,TM,MA1,CMe,MA1,Quartzite,263396.8092,2.521592841,0.027658569
451,451,0.002749,0.567504,5,29.962,451,93,1180,3.6,39,5,LP,UC1,PHh,UC1,"Colluvial, calcareous",58338.07735,0.556778385,0.002741931
452,452,0.003624,0.904174,11,39.499,452,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",91619.23617,0.878666763,0.003622801
453,453,0.001207,0.615647,11,13.156,453,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",62360.15401,0.598106369,0.001203837
454,454,0.002041,0.454129,10,22.252,454,309,1763,8.7,97,10,LP,UF2,LVx,UF2,Fluvial non calcareous,46844.8722,0.446716079,0.002050747
455,455,0.007679,3.20875,11,83.714,455,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",284871.9862,2.729447274,0.008560635
456,456,0.01853,3.12017,12,202.057,456,114,3459,47.6,415,12,TM,MA1,CMe,MA1,Quartzite,315515.2324,3.043756508,0.018529934
457,457,0.022486,4.425433,4,245.431,457,75,982,2.2,25,4,LV,UF1,CMg,UF1,"Fluvial, calcareous",453736.9207,4.349773481,0.022443648
458,458,0.001421,0.318082,12,15.485,458,114,3459,47.6,415,12,TM,MA1,CMe,MA1,Quartzite,32249.01041,0.309085946,0.001412333
459,459,0.001073,0.18525,3,11.697,459,70,952,1.7,17,3,LF,UF2,PHc,UF2,Fluvial non calcareous,18757.13171,0.181607452,0.0010765
460,460,0.009714,0.863284,5,105.897,460,93,1180,3.6,39,5,LP,UC1,PHh,UC1,"Colluvial, calcareous",87381.37245,0.852673015,0.009705526
461,461,0.002398,0.488646,6,26.135,461,148,809,2,20,6,LD,UL2,GLe,UL2,"Lacustrine, non calcareous",48805.30521,0.479017772,0.002395228
462,462,0.001329,0.346166,11,14.481,462,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",34976.47264,0.338293591,0.001328098
463,463,0.002738,0.332862,6,29.84,463,148,809,2,20,6,LD,UL2,GLe,UL2,"Lacustrine, non calcareous",33438.75943,0.323726287,0.00274028
464,464,0.001995,0.651477,11,21.74,464,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",65354.14294,0.633346872,0.001992385
465,465,0.002059,0.387918,11,22.44,465,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",39580.89851,0.380749845,0.002060078
466,466,0.028631,5.649312,12,312.356,466,114,3459,47.6,415,12,TM,MA1,CMe,MA1,Quartzite,553978.8131,5.34627675,0.029563168
467,467,0.002656,0.457805,11,28.95,467,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",46829.93943,0.449155563,0.002652328
468,468,0.003711,0.948336,11,40.456,468,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",95626.0312,0.922206783,0.003702498
469,469,0.003947,0.922571,12,43.036,469,114,3459,47.6,415,12,TM,MA1,CMe,MA1,Quartzite,56496.95175,0.548297096,0.004858812
470,470,0.001177,0.459864,12,12.833,470,114,3459,47.6,415,12,TM,MA1,CMe,MA1,Quartzite,46822.07604,0.448213003,0.001185978
471,471,0.004238,1.41595,11,46.208,471,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",143613.7774,1.375261495,0.004213817
472,472,0.001095,1.060301,11,11.939,472,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",108140.0514,1.025699427,0.001098588
473,473,0.001398,0.479296,12,15.238,473,114,3459,47.6,415,12,TM,MA1,CMe,MA1,Quartzite,48951.82035,0.468960276,0.001398519
474,474,0.001402,0.353995,10,15.289,474,309,1763,8.7,97,10,LP,UF2,LVx,UF2,Fluvial non calcareous,35985.39079,0.349270399,0.001394295
475,475,0.001116,0.204582,5,12.162,475,93,1180,3.6,39,5,LP,UC1,PHh,UC1,"Colluvial, calcareous",20562.38875,0.202167942,0.001112686
476,476,0.008855,0.892126,11,96.561,476,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",89951.67778,0.873198225,0.008845106
477,477,0.001098,0.458754,11,11.968,477,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",46358.32787,0.441547645,0.001093642
478,478,0.000937,0.579213,11,10.214,478,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",58262.71645,0.56151816,0.00093616
479,479,0.023773,1.368972,12,259.366,479,114,3459,47.6,415,12,TM,MA1,CMe,MA1,Quartzite,138220.0787,1.346096236,0.023771629
480,480,0.004306,0.538305,12,46.952,480,114,3459,47.6,415,12,TM,MA1,CMe,MA1,Quartzite,53875.48914,0.524120239,0.004304632
481,481,0.000975,0.291904,9,10.631,481,126,2334,25.4,230,9,SV,UF2,CMg,UF2,Fluvial non calcareous,29834.38396,0.287251015,0.000975106
482,482,0.034081,2.172735,14,372.28,482,550,4124,57,529,14,TM,MA2,RGe,MA2,"Gneiss, migmatite",223405.8815,2.146199276,0.03407042
483,483,0.001358,0.592659,11,14.812,483,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",59404.9419,0.577281312,0.001358333
484,484,0.013267,0.958909,11,144.685,484,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",97146.31846,0.944476297,0.01324758
485,485,0.013525,2.241142,16,147.594,485,2262,5888,38.8,374,16,TV,UF1,RGe,UF1,"Fluvial, calcareous",231231.2323,2.224816894,0.013519558
486,486,0.002966,0.800566,11,32.35,486,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",81207.94897,0.788965693,0.002963266
487,487,0.002967,0.670618,11,32.362,487,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",67664.34373,0.651876572,0.002959261
488,488,0.003159,0.661659,11,34.45,488,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",67133.8452,0.647573505,0.003160961
489,489,0.001681,0.317796,11,18.331,489,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",32108.80132,0.314633492,0.001686323
490,490,0.001688,0.312196,11,18.405,490,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",31270.19602,0.306538362,0.001690501
491,491,0.00406,1.141734,11,44.292,491,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",114635.6964,1.112466942,0.004043307
492,492,0.00905,1.671298,11,98.74,492,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",168354.1915,1.618090345,0.009036668
493,493,0.001445,0.401782,11,15.758,493,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",40681.11339,0.394512482,0.001449386
494,494,0.001716,0.549756,12,18.712,494,114,3459,47.6,415,12,TM,MA1,CMe,MA1,Quartzite,55532.98676,0.534157659,0.001716352
495,495,0.006368,1.218403,12,69.478,495,114,3459,47.6,415,12,TM,MA1,CMe,MA1,Quartzite,123080.0515,1.180160381,0.006369823
496,496,0.001189,0.623491,11,12.971,496,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",63524.93143,0.609239953,0.001187275
497,497,0.00335,1.561264,11,36.54,497,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",159615.0949,1.527765264,0.003358622
498,498,0.009309,2.230382,12,101.58,498,114,3459,47.6,415,12,TM,MA1,CMe,MA1,Quartzite,196348.0518,1.888957984,0.010202232
499,499,0.00153,0.375298,11,16.692,499,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",37864.39416,0.368566947,0.001536499
500,500,0.001564,0.255048,8,17.059,500,95,1943,26.6,222,8,TH,SC2,RGd,SC2,"Sandstone, greywacke, arkose",26180.41083,0.253079526,0.001568647
501,501,0.001278,0.318039,10,13.94,501,309,1763,8.7,97,10,LP,UF2,LVx,UF2,Fluvial non calcareous,32546.06193,0.311591773,0.001285293
502,502,0.004421,0.661765,5,48.242,502,93,1180,3.6,39,5,LP,UC1,PHh,UC1,"Colluvial, calcareous",67116.72772,0.651554266,0.004421121
503,503,0.103447,9.583486,15,1130.78,503,934,5649,56.9,533,15,TM,MA2,CMu,MA2,"Gneiss, migmatite",982878.6182,9.431491181,0.103502991
504,504,0.003104,0.792721,glacier,33.874,504,3735,7194,33.2,387,0,GG,GG,GG,GG,GG,82950.06508,0.788428392,0.003113191
505,505,0.001269,0.324427,glacier,13.85,505,3735,7194,33.2,387,0,GG,GG,GG,GG,GG,33669.66763,0.323718811,0.001263849
506,506,0.001124,0.282331,glacier,12.267,506,3735,7194,33.2,387,0,GG,GG,GG,GG,GG,29120.18113,0.28144675,0.00113429
507,507,0.003494,1.147932,9,38.117,507,126,2334,25.4,230,9,SV,UF2,CMg,UF2,Fluvial non calcareous,115987.4413,1.128456212,0.003482142
508,508,0.001908,0.410204,11,20.821,508,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",41631.92471,0.402576394,0.001898395
509,509,0.001176,0.248402,5,12.83,509,93,1180,3.6,39,5,LP,UC1,PHh,UC1,"Colluvial, calcareous",25131.8939,0.243076104,0.001173365
510,510,0.026185,17.722504,9,287.36,510,126,2334,25.4,230,9,SV,UF2,CMg,UF2,Fluvial non calcareous,1826155.305,17.46903102,0.026084476
511,511,0.001321,0.291696,12,14.416,511,114,3459,47.6,415,12,TM,MA1,CMe,MA1,Quartzite,29679.58812,0.285303842,0.001318819
512,512,0.004371,0.717723,16,47.694,512,2262,5888,38.8,374,16,TV,UF1,RGe,UF1,"Fluvial, calcareous",73241.38334,0.709515328,0.00435664
513,513,0.001758,0.32641,11,19.183,513,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",33159.59411,0.319071104,0.001759099
514,514,0.002993,0.686578,11,32.662,514,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",69263.0936,0.667045841,0.002976719
515,515,0.002046,0.440818,2,22.328,515,58,349,1,8,2,LP,UF2,GLe,UF2,Fluvial non calcareous,45562.83566,0.435673552,0.002045916
516,516,0.00576,0.584682,11,62.851,516,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",58922.73634,0.571847553,0.005770141
517,517,0.001032,0.387494,11,11.26,517,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",39714.59619,0.377299558,0.001032983
518,518,0.005249,2.377105,11,57.283,518,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",239031.7288,2.297787604,0.00524655
519,519,0.159038,5.61106,17,1738.079,519,1803,8231,48.4,463,17,TM,MA2,LPi,MA2,"Gneiss, migmatite",552121.3861,5.291677864,0.160150718
520,520,0.000949,0.306872,11,10.352,520,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",31676.50707,0.301066888,0.000946319
521,521,0.002791,0.403766,11,30.455,521,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",40856.02492,0.391613844,0.002783245
522,522,0.001218,0.536636,11,13.293,522,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",54608.57416,0.524728985,0.001211313
523,523,0.021898,2.034055,14,239.138,523,550,4124,57,529,14,TM,MA2,RGe,MA2,"Gneiss, migmatite",208278.3599,2.004808304,0.02188559
524,524,0.082762,10.352015,11,904.315,524,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",1049261.858,10.09539784,0.082729571
525,525,0.001227,0.245767,10,13.392,525,309,1763,8.7,97,10,LP,UF2,LVx,UF2,Fluvial non calcareous,24815.42649,0.24254358,0.00122757
526,526,0.003241,1.255208,12,35.376,526,114,3459,47.6,415,12,TM,MA1,CMe,MA1,Quartzite,127771.3511,1.225382786,0.003264124
527,527,0.001313,0.423027,glacier,14.329,527,3735,7194,33.2,387,0,GG,GG,GG,GG,GG,44374.85486,0.418352739,0.001322236
528,528,0.00135,0.443746,11,14.73,528,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",45249.91085,0.431273566,0.001347038
529,529,0.004453,0.847754,5,48.605,529,93,1180,3.6,39,5,LP,UC1,PHh,UC1,"Colluvial, calcareous",86671.03107,0.833134021,0.004462524
530,530,0.001057,0.27371,10,11.531,530,309,1763,8.7,97,10,LP,UF2,LVx,UF2,Fluvial non calcareous,27569.82194,0.270572113,0.001053375
531,531,0.020249,3.101047,11,221.165,531,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",312936.433,3.005841362,0.020223638
532,532,0.353985,20.959099,12,3879.713,532,114,3459,47.6,415,12,TM,MA1,CMe,MA1,Quartzite,2090245.488,20.10668731,0.354938083
533,533,0.00092,0.231633,10,10.043,533,309,1763,8.7,97,10,LP,UF2,LVx,UF2,Fluvial non calcareous,23594.15485,0.228215408,0.000924046
534,534,0.002051,0.419851,5,22.384,534,93,1180,3.6,39,5,LP,UC1,PHh,UC1,"Colluvial, calcareous",43286.37526,0.411792127,0.002056559
535,535,0.001641,0.422453,11,17.909,535,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",42445.07734,0.413728358,0.001654033
536,536,0.002536,0.324654,11,27.681,536,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",33524.95967,0.316523264,0.002539658
537,537,0.004888,1.208122,glacier,53.386,537,3735,7194,33.2,387,0,GG,GG,GG,GG,GG,119042.5506,1.153121828,0.005234497
538,538,0.001262,0.191501,12,13.776,538,114,3459,47.6,415,12,TM,MA1,CMe,MA1,Quartzite,19374.23734,0.188547579,0.001253323
539,539,0.007007,1.927508,12,76.558,539,114,3459,47.6,415,12,TM,MA1,CMe,MA1,Quartzite,196807.3738,1.890507885,0.007011217
540,540,0.001513,0.243732,11,16.518,540,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",24911.27675,0.240499737,0.001512956
541,541,0.001326,0.318727,glacier,14.475,541,3735,7194,33.2,387,0,GG,GG,GG,GG,GG,32914.08716,0.317174905,0.001322934
542,542,0.002836,0.714481,9,30.967,542,126,2334,25.4,230,9,SV,UF2,CMg,UF2,Fluvial non calcareous,71951.14293,0.696142009,0.002844745
543,543,0.001762,0.431342,glacier,19.235,543,3735,7194,33.2,387,0,GG,GG,GG,GG,GG,44095.52061,0.430242969,0.001762641
544,544,0.003716,1.362626,12,40.572,544,114,3459,47.6,415,12,TM,MA1,CMe,MA1,Quartzite,139419.3443,1.331274554,0.003711157
545,545,0.002726,0.803733,12,29.768,545,114,3459,47.6,415,12,TM,MA1,CMe,MA1,Quartzite,82004.1303,0.785518517,0.002736083
546,546,0.001188,0.432334,12,12.971,546,114,3459,47.6,415,12,TM,MA1,CMe,MA1,Quartzite,43969.16923,0.42559559,0.001190758
547,547,0.031272,2.623398,14,342.062,547,550,4124,57,529,14,TM,MA2,RGe,MA2,"Gneiss, migmatite",270481.7237,2.596361717,0.031271933
548,548,0.106599,8.023295,15,1166.672,548,934,5649,56.9,533,15,TM,MA2,CMu,MA2,"Gneiss, migmatite",829260.2241,7.937661571,0.106573501
549,549,0.001538,0.557512,16,16.797,549,2262,5888,38.8,374,16,TV,UF1,RGe,UF1,"Fluvial, calcareous",57379.83425,0.554991906,0.001546081
550,550,0.001023,0.288693,11,11.169,550,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",29188.27889,0.281957041,0.00101769
551,551,0.003526,1.678601,12,38.522,551,114,3459,47.6,415,12,TM,MA1,CMe,MA1,Quartzite,168330.0357,1.620636562,0.003528642
